,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_steff,koi_slogg,koi_srad
2481,11807274,K00262.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.37663713,0.828,2.1033,118.4,1.89,1125.0,21.0,6237.0,4.136,1.543
2482,5953297,K02733.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.62006198,0.969,2.751,190.1,1.45,772.0,17.4,4868.0,4.6,0.746
2483,7659389,K02734.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.8259005,0.951,1.8057,857.2,3.45,1005.0,20.3,5223.0,4.505,0.885
2484,9472074,K02735.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.558841234,0.307,0.7918,280.9,1.33,1787.0,26.3,5151.0,4.592,0.792
2485,10842192,K02736.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.33648141,0.901,2.5449,885.4,2.39,577.0,23.1,4442.0,4.619,0.648
2486,2442448,K02812.01,CONFIRMED,CANDIDATE,0.997,0,0,0,0,76.6139446,0.851,10.22,498.7,2.61,466.0,28.6,6173.0,4.408,1.03
2487,11197853,K02813.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.6984613040000001,0.459,0.7887,134.4,14.81,5173.0,16.1,4676.0,2.577,12.558
2488,9665922,K02815.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.545388842,0.341,3.037,52.8,0.56,1421.0,20.6,5782.0,4.593999999999999,0.767
2489,11283615,K02816.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.2895901790000002,0.401,1.3541,286.0,1.38,1448.0,18.9,5467.0,4.578,0.808
2490,7605093,K02817.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.634003002,0.367,0.9207,316.9,1.35,1714.0,21.0,5226.0,4.606,0.75
2491,8077137,K00274.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,22.8030252,0.291,4.768,62.9,1.29,843.0,20.4,6063.0,4.061,1.613
2492,12023078,K02888.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.623441939,1.027,1.4053,128.1,13.89,3219.0,40.6,5385.0,3.639,2.871
2493,6364162,K02889.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,5.24364571,1.201,16.984,270.4,25.01,1149.0,45.6,6197.0,4.406000000000001,1.056
2494,6716021,K02679.01,CANDIDATE,CANDIDATE,0.984,0,0,0,0,110.7556272,0.917,6.819,8067.0,29.64,651.0,48.5,6525.0,3.772,2.668
2495,11231334,K00258.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.15743922,1.242,9.572,1472.0,96.99,2089.0,52.5,6529.0,3.657,3.131
2496,8326342,K02680.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.4079035,1.226,2.524,3058.0,23.4,624.0,7.7,5440.0,4.617,0.728
2497,6878240,K02681.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,135.4978256,0.804,6.769,5038.1,6.01,295.0,73.2,5307.0,4.572,0.757
2498,6878240,K02681.02,CONFIRMED,CANDIDATE,0.96,0,0,0,0,22.2508509,0.771,1.745,618.7,2.07,539.0,11.4,5307.0,4.572,0.757
2499,2436378,K02682.01,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,8.53161917,1.118,2.9596,65744.0,54.6,891.0,86.1,5780.0,4.438,1.0
2500,6614629,K02737.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.526615152,0.028,1.0582,64.0,1.46,2959.0,40.9,5718.0,3.966,1.832
2501,6630943,K02738.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.690405794,0.281,1.7407,178.4,1.04,1731.0,43.0,5204.0,4.515,0.786
2502,4831728,K02739.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.10773789,0.151,3.828,294.9,1.98,879.0,25.3,5480.0,4.26,1.174
2503,3336765,K02740.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.8448570569999998,0.594,1.6557,85.6,0.97,1601.0,21.5,6143.0,4.4030000000000005,1.004
2504,4270565,K02819.01,FALSE POSITIVE,FALSE POSITIVE,0.003,0,0,1,0,18.0116764,0.683,6.006,417.2,2.02,695.0,23.3,6003.0,4.507,0.932
2505,6528464,K00270.02,CONFIRMED,CANDIDATE,0.797,0,0,0,0,33.67280658,0.309,8.2267,170.9,1.86,661.0,61.2,5587.0,4.091,1.423
2506,11963206,K02820.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.00912491,0.009,2.228,191.4,1.22,1177.0,16.5,5713.0,4.541,0.893
2507,4249611,K02821.01,CANDIDATE,CANDIDATE,0.983,0,0,0,0,79.2450351,0.001,5.382,1347.3,3.33,404.0,14.4,5648.0,4.4639999999999995,0.917
2508,8263545,K02822.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,4.44589508,0.704,2.3816,441.4,1.94,1063.0,20.9,5918.0,4.544,0.865
2509,10068024,K02891.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.023126394,0.391,1.2771,72.2,0.92,1607.0,19.2,6349.0,4.422,1.059
2510,9636563,K02892.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,10.63609504,0.029,3.48,290.6,1.36,728.0,20.9,5546.0,4.575,0.81
2511,6937402,K02894.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.3108232,0.129,5.617,204.0,1.27,786.0,14.0,5708.0,4.521,0.893
2512,5475641,K02895.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.069842837,0.001,5.275,540.3,1.77,1433.0,65.2,4999.0,4.523,0.786
2513,2853828,K02896.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.077467951,1.181,2.1125,75.7,31.06,2339.0,47.4,6329.0,4.137,1.508
2514,7899070,K02683.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,126.4451275,0.046,16.7151,3252.5,4.49,321.0,110.9,5613.0,4.581,0.795
2515,4035667,K02684.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.8736467,0.985,1.682,215.7,6.47,2866.0,21.2,8173.0,3.7439999999999998,3.169
2516,9612825,K02685.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.8465176139999997,0.931,4.228,2154.4,1.88,528.0,58.0,3468.0,4.931,0.32
2517,7826659,K02686.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,211.032819,0.808,7.119,1953.4,3.43,215.0,69.3,4658.0,4.632,0.686
2518,7202957,K02687.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.716828304,0.7,2.068,59.5,0.74,1455.0,14.2,5808.0,4.522,0.902
2519,5513893,K02741.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.7551031429999999,0.662,2.885,43.8,1.49,2927.0,27.3,5996.0,3.87,2.128
2520,10514430,K00263.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,20.71927223,0.744,4.0388,224.6,2.51,818.0,36.0,5729.0,4.058,1.545
2521,8095441,K02743.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.87457664,0.432,1.9797,220.7,1.32,728.0,21.4,5523.0,4.506,0.88
2522,5881813,K02744.01,CONFIRMED,CANDIDATE,0.987,0,0,0,0,109.6469948,0.797,6.568,899.7,4.85,428.0,26.7,5332.0,4.083,1.453
2523,12456601,K02745.01,CONFIRMED,CANDIDATE,0.995,0,0,0,0,15.64588656,0.033,3.959,572.1,2.18,710.0,26.9,5896.0,4.518,0.916
2524,10341917,K02823.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.93375241,0.989,6.352,518.0,3.18,1594.0,55.5,5402.0,4.581,0.815
2525,3241604,K02824.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.70336496,0.508,1.7045,316.7,1.67,1484.0,19.8,5881.0,4.516,0.915
2526,9591070,K02825.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.7641743679999999,0.626,2.346,100.2,1.18,2241.0,34.5,6321.0,4.417,1.125
2527,8227661,K02826.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.85373924,0.551,1.816,348.6,0.23,345.0,18.0,2661.0,5.2829999999999995,0.116
2528,7428736,K02827.01,CONFIRMED,CANDIDATE,0.993,0,0,0,0,7.06321927,0.56,2.411,207.2,1.21,827.0,12.6,5305.0,4.489,0.818
2529,5817986,K02897.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.584310213,1.209,2.1801,809.4,23.09,2053.0,91.9,5783.0,4.539,0.88
2530,11129258,K02898.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,25.384175,0.245,3.576,594.0,2.44,649.0,15.8,6137.0,4.471,0.994
2531,10586004,K00275.01,CONFIRMED,CANDIDATE,0.952,0,0,0,0,15.79196594,0.032,7.2772,203.1,2.4,910.0,77.3,5758.0,4.072,1.704
2532,4939533,K02899.01,CANDIDATE,CANDIDATE,0.985,0,0,0,0,5.77207177,0.018,2.605,328.5,1.54,915.0,13.2,5591.0,4.559,0.86
2533,4846856,K02900.01,CANDIDATE,CANDIDATE,0.977,0,0,0,0,46.151253,0.688,5.346,649.0,2.08,423.0,17.1,5204.0,4.525,0.769
2534,6521045,K00041.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.81590421,0.58,6.3856,220.5,2.26,939.0,106.7,5788.0,4.122,1.474
2535,5790807,K00259.01,FALSE POSITIVE,FALSE POSITIVE,0.354,0,1,0,0,79.99623328,0.594,6.3339,24384.0,40.73,717.0,721.9,6796.0,3.88,2.49
2536,8892303,K02688.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.424749327000001,0.016,1.139,7680.0,5.15,625.0,78.0,4137.0,4.658,0.591
2537,10265602,K02689.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,165.3447044,0.917,3.09,4899.0,6.98,301.0,48.0,5594.0,4.52,0.812
2538,5369827,K02690.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.6069403789999996,0.857,1.0418,432.3,2.04,1046.0,20.8,5508.0,4.569,0.84
2539,5302643,K02746.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,69.2002312,1.276,5.679,2271.5,45.24,585.0,30.0,7044.0,4.337,1.267
2540,6586746,K02747.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.26404774,0.232,2.39,378.7,1.55,809.0,20.1,5032.0,4.511,0.817
2541,9962455,K02748.01,CONFIRMED,CANDIDATE,0.933,0,0,0,0,23.1985852,0.305,9.821,224.7,2.61,793.0,28.2,5416.0,3.951,1.756
2542,9962455,K02748.02,CONFIRMED,CANDIDATE,0.992,0,0,0,0,5.77721259,0.692,2.462,134.3,2.17,1260.0,17.7,5416.0,3.951,1.756
2543,8687088,K02749.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.9050372309999999,0.323,1.4351,37.5,1.1,2627.0,29.0,6223.0,4.01,1.763
2544,6436029,K02828.01,CONFIRMED,CANDIDATE,0.993,0,0,0,0,59.4969009,0.406,5.404,1262.1,2.92,369.0,23.2,4817.0,4.499,0.833
2545,6197215,K02829.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.61345333,0.535,0.9829,150.2,1.77,987.0,20.0,5865.0,4.163,1.388
2546,9451706,K00271.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,48.6303805,0.034,7.0805,339.8,2.48,590.0,53.9,6075.0,4.263999999999999,1.352
2547,9244508,K02830.01,CONFIRMED,CANDIDATE,0.989,0,0,0,0,40.5289885,0.325,10.604,360.7,5.92,933.0,35.3,6443.0,3.74,3.086
2548,9692557,K02831.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.571940563,0.792,0.9031,54.3,1.88,3320.0,22.8,5827.0,3.74,2.286
2549,9366886,K02901.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.633514386,0.231,1.2792,179.1,0.81,1357.0,22.3,4330.0,4.64,0.618
2550,3657176,K02903.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,17.4166143,0.489,2.445,314.2,1.84,723.0,13.1,5946.0,4.444,1.017
2551,3969687,K02904.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,16.3583482,0.887,9.858,116.4,2.23,959.0,30.0,6133.0,4.084,1.765
2552,9369366,K02905.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,36.0054414,0.745,3.262,117.5,3.33,1024.0,14.6,7048.0,3.7969999999999997,2.838
2553,4552729,K02691.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,97.4463194,0.063,6.765,2141.1,3.05,283.0,62.8,4735.0,4.627,0.686
2554,2989706,K02692.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.257689465,0.197,0.8399,945.6,2.45,1513.0,45.6,5676.0,4.571000000000001,0.787
2555,5185897,K02693.01,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.081411554,0.876,2.3239,171.9,1.0,755.0,36.9,4498.0,4.6610000000000005,0.635
2556,5185897,K02693.02,CONFIRMED,CANDIDATE,0.988,0,0,0,0,11.41941928,0.918,3.3075,150.5,0.99,536.0,22.9,4498.0,4.6610000000000005,0.635
2557,5185897,K02693.03,CONFIRMED,CANDIDATE,0.992,0,0,0,0,6.83440674,0.871,2.2726,177.1,1.01,636.0,29.1,4498.0,4.6610000000000005,0.635
2558,3663173,K02750.01,CANDIDATE,CANDIDATE,0.606,0,0,0,0,174.636181,0.04,15.679,2500.9,11.12,481.0,37.1,5974.0,3.859,2.232
2559,9881077,K02751.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,24.4004378,0.909,2.987,860.5,2.47,437.0,20.2,4583.0,4.606,0.674
2560,3097346,K00264.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.029810359,0.45,3.3316,111.1,1.77,1479.0,62.8,5929.0,4.055,1.651
2561,5717567,K02752.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.287622419,0.819,0.821,36.5,0.87,1957.0,16.9,6170.0,4.308,1.274
2562,6265792,K02753.01,CONFIRMED,CANDIDATE,0.975,0,0,0,0,0.9351158629999999,0.243,1.6172,64.8,1.05,2124.0,21.6,5874.0,4.252,1.297
2563,9995402,K02832.01,CONFIRMED,CANDIDATE,0.991,0,0,0,0,3.57551429,0.462,2.364,92.8,0.89,1061.0,16.6,5213.0,4.434,0.917
2564,9109857,K02833.01,CANDIDATE,CANDIDATE,0.961,0,0,0,0,1.791877025,0.403,1.166,46.1,1.48,2223.0,12.5,6002.0,3.841,2.139
2565,5609593,K02834.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,136.205112,0.49,5.568,1209.3,2.35,248.0,20.0,4648.0,4.631,0.675
2566,5436338,K02835.01,CANDIDATE,CANDIDATE,0.997,0,0,0,0,6.30922043,0.118,1.3251,691.2,1.37,606.0,22.5,4380.0,4.71,0.53
2567,11414465,K02836.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.94194296,0.03,2.056,278.0,1.22,988.0,18.2,4901.0,4.544,0.758
2568,6716545,K02906.02,CANDIDATE,CANDIDATE,0.804,0,0,0,0,145.881936,0.325,11.342,156.9,1.8,424.0,11.2,6052.0,4.183,1.424
2569,2708885,K02907.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,1.1469346440000001,0.405,1.7247,256.2,1.39,1554.0,19.7,5423.0,4.502,0.862
2570,6612284,K02908.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.2453532520000001,0.528,2.152,224.2,1.48,1704.0,20.3,5982.0,4.493,0.96
2571,10586004,K00275.02,CONFIRMED,CANDIDATE,0.803,0,0,0,0,82.2001239,0.001,10.627,233.9,2.57,525.0,47.9,5758.0,4.072,1.704
2572,4483138,K02910.01,CONFIRMED,CANDIDATE,0.887,0,0,0,0,15.3626052,0.25,3.736,468.3,1.8,608.0,19.7,5011.0,4.484,0.851
2573,9475552,K02694.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.843379985,0.696,1.4474,343.3,1.7,1541.0,53.6,4818.0,4.481,0.856
2574,9475552,K02694.02,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.56606941,0.687,1.8455,402.4,1.83,777.0,25.8,4818.0,4.481,0.856
2575,8292840,K00260.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.49566303,0.16,4.7356,106.1,1.34,1009.0,48.7,6214.0,4.238,1.297
2576,5196864,K02695.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.50343279,1.178,1.534,1156.0,20.23,1147.0,13.2,5174.0,4.4830000000000005,0.84
2577,11071200,K02696.01,CANDIDATE,CANDIDATE,0.996,0,0,0,0,96.4562198,0.775,11.195,950.5,9.1,727.0,54.6,7029.0,3.806,2.704
2578,11071200,K02696.02,CANDIDATE,CANDIDATE,0.992,0,0,0,0,44.5643831,0.851,7.874,360.5,5.8,940.0,27.0,7029.0,3.806,2.704
2579,10905911,K02754.01,CONFIRMED,CANDIDATE,0.844,0,0,0,0,1.34155642,0.259,1.6462,58.2,0.74,1642.0,23.7,5779.0,4.44,0.97
2580,3545135,K02755.01,CANDIDATE,CANDIDATE,0.995,0,0,0,0,8.48299282,0.564,2.505,69.1,0.8,879.0,21.3,5827.0,4.471,0.933
2581,6964929,K02756.01,CONFIRMED,CANDIDATE,0.941,0,0,0,0,0.665025941,0.448,1.7542,104.7,1.11,2174.0,26.5,5884.0,4.408,1.07
2582,6432345,K02757.01,CANDIDATE,CANDIDATE,0.998,0,0,0,0,234.635652,0.025,6.965,868.5,2.56,267.0,26.7,5422.0,4.481,0.885
2583,8703129,K02758.01,CANDIDATE,CANDIDATE,0.977,0,0,0,0,253.374581,0.028,22.889,1104.0,19.25,555.0,99.9,5177.0,3.216,5.949
2584,11565924,K02837.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.32191461,0.784,6.213,133.5,2.88,1299.0,24.3,6995.0,3.925,2.274
2585,6607357,K02838.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,7.69994466,0.018,4.432,70.9,0.92,969.0,17.4,5727.0,4.328,1.104
2586,6607357,K02838.02,CONFIRMED,CANDIDATE,0.936,0,0,0,0,4.77466043,0.03,3.804,54.3,0.81,1137.0,15.5,5727.0,4.328,1.104
2587,9451706,K00271.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,29.39337161,0.512,7.0445,327.0,2.5,698.0,69.7,6075.0,4.263999999999999,1.352
2588,6186964,K02839.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.164570593,0.338,1.2862,525.1,1.27,783.0,19.8,3941.0,4.713,0.554
2589,5471202,K02911.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4258343,0.967,28.1171,449.4,2.75,830.0,72.0,6185.0,4.4719999999999995,0.991
2590,9640439,K02912.01,FALSE POSITIVE,FALSE POSITIVE,0.052,0,0,1,0,0.873227249,0.14,0.7948,221.8,1.68,2152.0,21.9,6341.0,4.409,1.111
2591,9693006,K02913.01,CONFIRMED,CANDIDATE,0.997,0,0,0,0,2.88878583,0.242,2.977,40.9,0.84,1423.0,17.2,5696.0,4.247,1.331
2592,5613821,K02915.01,CANDIDATE,CANDIDATE,0.999,0,0,0,0,5.06092282,0.944,2.586,71.6,0.98,998.0,15.7,5637.0,4.492,0.911
2593,6627507,K02697.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,7.37453336,1.139,3.745,304.4,87.08,1654.0,33.1,5028.0,3.2889999999999997,4.991
2594,5128673,K02698.01,CONFIRMED,CANDIDATE,0.95,0,0,0,0,87.9724227,0.015,14.638,866.7,3.39,446.0,64.6,5837.0,4.305,1.159
2595,6690836,K02699.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.568874717,0.05,1.2177,378.4,1.49,1796.0,50.4,5223.0,4.593,0.78
2596,8639908,K02700.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.910020582,0.79,1.7956,358.1,1.12,1127.0,29.9,4297.0,4.725,0.533
2597,5481148,K02701.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,22.023514,0.934,1.932,1670.0,4.79,639.0,10.2,5860.0,4.489,0.936
2598,11076400,K02759.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.07808492,0.287,0.8551,155.6,1.01,1417.0,22.9,4906.0,4.511,0.814
2599,7877978,K02760.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,56.5732318,0.942,4.188,688.5,2.69,356.0,21.6,4701.0,4.54,0.775
2600,7903086,K02761.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.846861455,0.48,1.6605,648.6,2.23,1337.0,35.9,5591.0,4.559,0.86
2601,12024120,K00265.01,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.5680996119999997,0.531,3.2131,98.4,1.36,1407.0,52.5,6007.0,4.232,1.334
2602,8210018,K02762.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,132.9955503,0.703,7.436,1275.4,2.51,241.0,29.3,4523.0,4.636,0.659
2603,3642289,K00301.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.002548291,0.914,4.1628,202.0,2.33,1209.0,71.6,6204.0,4.269,1.36
2604,3642289,K00301.02,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.44865823,0.824,4.953,75.2,1.32,975.0,21.9,6204.0,4.269,1.36
2605,3662838,K00302.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.85466504,0.746,9.182,776.2,7.61,1095.0,88.0,6967.0,3.864,2.527
2606,5966322,K00303.01,CONFIRMED,CANDIDATE,0.995,0,0,0,0,60.92818866,0.009,6.3336,755.6,2.78,467.0,120.1,5638.0,4.359,1.023
2607,6029239,K00304.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.512037736,0.005,2.1861,597.8,2.14,839.0,102.2,5767.0,4.538,0.881
2608,12106929,K00359.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,5.93720557,0.976,4.882,371.4,1.84,894.0,59.9,5857.0,4.633,0.712
2609,12107021,K00360.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,5.93719982,0.748,3.95,175.6,1.47,1059.0,37.0,6102.0,4.457,1.026
2610,12404954,K00361.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.247548814,0.31,2.5146,209.7,1.41,1181.0,51.6,5703.0,4.498,0.975
2611,1571511,K00362.01,FALSE POSITIVE,FALSE POSITIVE,0.004,0,1,0,0,14.022451457,0.189,8.08619,20083.0,14.93,810.0,2707.7,6061.0,4.401,1.05
2612,2438070,K00363.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.442945167,1.217,4.0145,677.9,38.29,1587.0,102.8,5657.0,4.121,1.428
2613,3747262,K03005.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.312459403,0.732,1.459,36.9,1.65,2824.0,13.9,6543.0,3.782,2.507
2614,10190075,K03007.01,CANDIDATE,CANDIDATE,0.946,0,0,0,0,11.1916199,0.895,2.1,166.4,1.47,782.0,11.9,5646.0,4.4639999999999995,0.956
2615,9070666,K03008.01,CONFIRMED,CANDIDATE,0.603,0,0,0,0,2.99792926,0.403,4.398,45.4,1.12,1616.0,16.0,5888.0,4.061,1.645
2616,3642335,K03010.01,CONFIRMED,CANDIDATE,0.996,0,0,0,0,60.8660974,0.004,4.397,714.3,1.39,244.0,15.4,3808.0,4.734,0.522
2617,3328052,K03011.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.11547854,0.755,3.665,222.9,1.66,1521.0,21.6,6208.0,4.454,1.024
2618,10749059,K03086.01,CANDIDATE,CANDIDATE,0.994,0,0,0,0,174.731515,0.021,8.257,1179.9,3.0,287.0,16.5,5201.0,4.447,0.897
2619,9119568,K03087.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,5.54867998,0.095,4.665,68.9,0.68,882.0,15.4,5258.0,4.513999999999999,0.835
2620,9119568,K03087.02,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.22174063,0.004,7.443,32.2,0.46,1461.0,19.4,5258.0,4.513999999999999,0.835
2621,3127817,K06308.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.1635697019999998,1.116,7.60963,54518.0,85.64,1996.0,1513.2,6425.0,4.04,1.718
2622,9020114,K03088.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.48412874,0.106,1.422,161.6,1.16,1132.0,13.3,5696.0,4.519,0.921
2623,6196457,K00285.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.74883059,0.658,6.0968,425.9,3.63,975.0,167.6,5862.0,4.05,1.67
2624,7668416,K03089.01,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.858546796,0.241,1.1,106.1,0.88,1671.0,12.2,5269.0,4.4910000000000005,0.864
2625,6029239,K00304.02,CANDIDATE,CANDIDATE,0.786,0,0,0,0,5.518195,0.243,1.81,27.1,0.46,969.0,5.2,5767.0,4.538,0.881
2626,6063220,K00305.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.6035752930000005,0.246,2.3499,440.4,1.51,810.0,79.7,4783.0,4.602,0.741
2627,6071903,K00306.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.30784323,0.425,2.6054,677.1,2.14,532.0,35.6,5313.0,4.571000000000001,0.82
2628,6289257,K00307.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.67409703,0.914,3.7535,204.9,1.78,711.0,39.0,6023.0,4.423,1.031
2629,10905239,K00046.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.487688776,0.026,3.83661,1298.8,5.64,1445.0,350.6,5576.0,4.065,1.593
2630,11623629,K00365.01,CONFIRMED,CANDIDATE,0.755,0,0,0,0,81.737872,0.02,6.6923,628.8,2.16,385.0,135.4,5559.0,4.502,0.873
2631,3545478,K00366.01,CANDIDATE,CANDIDATE,0.953,0,0,0,0,75.1122132,0.838,4.9458,3751.5,23.23,777.0,384.0,6201.0,3.616,3.354
2632,4815520,K00367.01,CANDIDATE,CANDIDATE,0.998,0,0,0,0,31.578651216,0.04,2.12791,2125.4,4.52,570.0,324.3,5733.0,4.442,0.99
2633,6603043,K00368.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,110.32167272,0.715,13.3624,7296.6,18.6,761.0,2217.1,9244.0,4.159,2.025
2634,7175184,K00369.01,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.88527364,0.622,1.9531,112.7,1.59,1253.0,27.4,6070.0,4.157,1.431
2635,7109851,K03012.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.086486129,0.524,0.8383,66.0,1.69,2539.0,20.2,5911.0,3.861,2.0
2636,11565544,K03013.01,CANDIDATE,CANDIDATE,0.998,0,0,0,0,3.76562031,1.193,1.288,232.6,19.39,1084.0,14.6,5743.0,4.553,0.853
2637,11403530,K03015.01,CONFIRMED,CANDIDATE,0.939,0,0,0,0,3.61460332,0.026,3.227,43.9,0.9,1397.0,15.4,5799.0,4.1610000000000005,1.375
